artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.671056479579293,0.891620557403977,0,0.1480194579569145,10,"0,10,15","0.148,0.115,0.098",0.4350590687956008,generalist
La Fouine,1191,2.8032115579562755,0.9357350063297485,0,0.17632241813602015,7,"0,1,2","0.176,0.092,0.081",0.32598656590936936,generalist
Rohff,1095,2.755935120797014,0.9199537439063294,7,0.16073059360730593,8,"7,0,5","0.161,0.112,0.104",0.382511415523202,generalist
Sexion d’Assaut,1023,2.591739669120662,0.8651439556198887,7,0.20430107526881722,6,"7,0,6","0.204,0.178,0.085",0.47873900293015736,generalist
Alkpote,889,2.4379517297870024,0.8138082803022766,0,0.3577052868391451,5,"0,1,5","0.358,0.072,0.067",0.5009561304811849,moderate
Naps,854,2.3949019386459445,0.7994379069811701,1,0.3009367681498829,7,"1,8,11","0.301,0.121,0.103",0.5690866510510186,moderate
Disiz,849,2.7679453705103176,0.9239628637530289,7,0.17550058892815076,7,"7,2,6","0.176,0.085,0.079",0.3626030624245711,generalist
Swift Guad,797,2.6940835956843467,0.8993071975982077,5,0.15307402760351319,7,"5,3,6","0.153,0.136,0.095",0.4292973651170507,generalist
IAM,745,2.4665700446765424,0.8233613085024863,4,0.22416107382550335,8,"4,6,3","0.224,0.154,0.095",0.5537583892589767,generalist
Sinik,744,2.666822036522832,0.8902070655863531,6,0.14381720430107528,9,"6,3,12","0.144,0.120,0.093",0.4395161290300604,generalist
Lacrim,732,2.8277531288268696,0.9439271839442985,10,0.12431693989071038,9,"10,1,0","0.124,0.112,0.071",0.31133879781265106,generalist
Sadek,721,2.7964428632205274,0.9334755605189524,1,0.1317614424410541,8,"1,0,10","0.132,0.093,0.089",0.3501386962534504,generalist
Niro,713,2.824022848800044,0.942681985880454,10,0.1332398316970547,8,"10,0,3","0.133,0.118,0.072",0.3185834502087861,generalist
Mac Tyer,704,2.8520041940144396,0.9520223883795066,5,0.11221590909090909,10,"5,6,0","0.112,0.088,0.084",0.2934659090894421,generalist
Gims,703,2.5545496083523913,0.8527296083510821,2,0.2901849217638691,5,"2,16,12","0.290,0.094,0.070",0.46863442389523874,generalist
Booba,676,2.6712895837591484,0.8916983694908293,5,0.14792899408284024,8,"5,0,7","0.148,0.135,0.120",0.44674556212794414,generalist
Alonzo,666,2.8385749601161647,0.9475395999752066,1,0.12762762762762764,7,"1,8,11","0.128,0.098,0.089",0.312012012010452,generalist
Vald,659,2.7875823174320895,0.9305178376721354,1,0.10318664643399089,9,"1,10,3","0.103,0.096,0.094",0.3533383915005097,generalist
