artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.0717377039838842,0.691563035279543,16,0.2473940236275191,4,"16,15,0","0.247,0.207,0.182",0.6999999999965001,generalist
La Fouine,1191,1.9577483947589573,0.6535124690686661,0,0.30394626364399663,4,"0,15,16","0.304,0.216,0.213",0.729596977326327,moderate
Rohff,1094,1.6368745326244523,0.5464021424993843,0,0.4113345521023766,3,"0,16,15","0.411,0.321,0.106",0.7937842778753729,moderate
Sexion d’Assaut,1023,1.5354845423500616,0.5125573322773725,0,0.4115347018572825,3,"0,16,15","0.412,0.369,0.057",0.8097262952061176,moderate
Alkpote,889,1.6786092835814883,0.5603335446228204,16,0.3565804274465692,4,"16,15,0","0.357,0.287,0.186",0.7940944881850059,moderate
Naps,854,2.27860857137673,0.760618227300232,15,0.24707259953161592,7,"15,16,0","0.247,0.171,0.114",0.6329039812614726,generalist
Disiz,849,1.9333180928931188,0.6453574339603867,0,0.408716136631331,6,"0,16,1","0.409,0.211,0.065",0.7276207302672691,moderate
Swift Guad,797,1.660096959711834,0.5541539791012018,0,0.46800501882057716,4,"0,16,6","0.468,0.210,0.107",0.797427854450216,moderate
IAM,745,1.6241180019740131,0.5421439079558463,0,0.5395973154362416,3,"0,16,6","0.540,0.146,0.138",0.7846308724792982,specialist
Sinik,744,1.5232605974842255,0.5084768792363088,0,0.5201612903225806,4,"0,16,6","0.520,0.226,0.071",0.8202956989206298,specialist
Lacrim,732,1.773529538294661,0.5920187040581674,0,0.36065573770491804,4,"0,15,16","0.361,0.269,0.165",0.7752732240398396,moderate
Sadek,721,1.945843417291539,0.6495384899609488,0,0.3592233009708738,4,"0,15,16","0.359,0.198,0.162",0.731692094309795,moderate
Niro,713,1.8907970903695794,0.6311635746162423,15,0.30014025245441794,4,"15,0,16","0.300,0.281,0.182",0.7452314165460635,moderate
Mac Tyer,704,1.7835596627514585,0.5953668418558412,0,0.42329545454545453,3,"0,15,16","0.423,0.195,0.169",0.7681818181779771,moderate
Gims,703,2.0692809514621837,0.6907429511407205,0,0.4039829302987198,6,"0,16,14","0.404,0.119,0.101",0.6874110953023951,moderate
Booba,676,1.9026189688465098,0.6351098145994654,15,0.2559171597633136,4,"16,15,0","0.256,0.256,0.254",0.7341715976294649,generalist
Alonzo,666,2.026018254511715,0.676301508114457,0,0.2852852852852853,5,"0,15,16","0.285,0.215,0.183",0.7099099099063605,generalist
Vald,659,1.9343404048102946,0.6456986900620085,0,0.3550834597875569,5,"0,16,15","0.355,0.181,0.153",0.7407435508308944,moderate
Jorrdee,656,2.007507318612575,0.6701224059087784,0,0.27896341463414637,5,"0,15,16","0.279,0.261,0.133",0.7196646341427431,generalist
A2H,649,2.054762219064618,0.685896479202712,16,0.26040061633281975,6,"16,0,15","0.260,0.250,0.156",0.7070107858208103,generalist
Kaaris,635,1.7817162749078603,0.594751503876586,15,0.3228346456692913,4,"15,0,16","0.323,0.260,0.213",0.7722047244055877,moderate
Kekra,634,2.217038742268889,0.7400657134286244,0,0.22082018927444794,5,"0,15,16","0.221,0.196,0.192",0.6523659305961075,generalist
3010,622,1.8953347059352756,0.6326782679036744,0,0.33762057877813506,5,"0,16,15","0.338,0.225,0.177",0.7498392282920708,moderate
Seth Gueko,613,1.743100500720903,0.5818612417767806,16,0.4078303425774878,4,"16,15,0","0.408,0.199,0.176",0.783442088087437,moderate
Guizmo,594,1.824745563297335,0.6091150332110772,16,0.32491582491582494,5,"16,0,15","0.325,0.244,0.209",0.7629629629591482,moderate
Lucio Bukowski,590,1.3120660710772536,0.4379784143796943,0,0.5220338983050847,3,"0,6,16","0.522,0.290,0.098",0.8559322033855509,specialist
Jarod,583,1.8556969805631354,0.6194468701175445,16,0.2658662092624357,5,"16,15,0","0.266,0.262,0.242",0.7484562607166696,generalist
VII,580,1.1992828663232988,0.4003304557321232,0,0.6,3,"0,6,16","0.600,0.248,0.066",0.8682758620646241,specialist
Georgio,575,1.3554160224455232,0.45244898364616665,0,0.6643478260869565,3,"0,6,16","0.664,0.075,0.070",0.8232173913002319,specialist
Djadja & Dinaz,568,1.9516490875700376,0.6514764703104448,15,0.31161971830985913,5,"15,9,16","0.312,0.225,0.129",0.7364436619681487,moderate
Hamza,561,2.1444776063352244,0.7158442112021982,15,0.24242424242424243,5,"15,0,9","0.242,0.214,0.162",0.6788770053441996,generalist
Dinos,557,1.950304227428206,0.6510275449663131,0,0.41651705565529623,5,"0,15,9","0.417,0.153,0.102",0.7263016157952913,moderate
Ol’ Kainry,557,1.7310600589156202,0.5778420435621822,16,0.362657091561939,4,"16,0,15","0.363,0.336,0.093",0.777827648111012,moderate
Hayce Lemsi,555,1.9660300481818538,0.6562769528965455,0,0.3063063063063063,5,"0,15,16","0.306,0.227,0.173",0.7327027026990395,moderate
Kery James,555,1.1502745464060349,0.38397107664144003,0,0.7405405405405405,2,"0,16,6","0.741,0.074,0.041",0.8453153153110887,specialist
