artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.6571085852505454,0.8869646358946093,4,0.14489228630993745,9,"4,5,15","0.145,0.103,0.099",0.439888811672575,generalist
La Fouine,1191,2.8763212352687995,0.9601396161668586,1,0.10243492863140219,11,"1,3,0","0.102,0.078,0.077",0.2667086481934609,generalist
Rohff,1095,2.7494600860021987,0.9177923241920324,3,0.1415525114155251,7,"3,0,8","0.142,0.137,0.105",0.3865296803633641,generalist
Sexion d’Assaut,1023,2.723486287722105,0.9091220573229308,0,0.1710654936461388,5,"0,3,8","0.171,0.133,0.094",0.3943792766353691,generalist
Alkpote,889,2.570193358488658,0.8579516204361967,1,0.17772778402699663,7,"1,13,3","0.178,0.170,0.090",0.501743532055984,generalist
Naps,854,2.581833017309646,0.8618370340039383,1,0.14285714285714285,8,"1,0,13","0.143,0.133,0.122",0.4885245901614918,generalist
Disiz,849,2.871278232919983,0.9584562206266979,8,0.10482921083627797,8,"8,2,3","0.105,0.098,0.087",0.27473498233078225,generalist
Swift Guad,797,2.839463358061273,0.9478361544947647,0,0.11166875784190715,10,"0,3,11","0.112,0.093,0.090",0.30545796737613906,generalist
IAM,745,2.3866089609567265,0.7966696430203256,9,0.2174496644295302,5,"9,11,0","0.217,0.152,0.144",0.5844966442923801,generalist
Sinik,744,2.7828307160456287,0.9289317141628994,3,0.09811827956989247,9,"3,11,14","0.098,0.093,0.090",0.3508064516111492,generalist
Lacrim,732,2.825230424158247,0.9430850844379799,1,0.12295081967213115,9,"1,5,0","0.123,0.116,0.082",0.32158469945194407,generalist
Sadek,721,2.878996250018193,0.9610325580271872,4,0.11234396671289876,7,"4,1,5","0.112,0.090,0.083",0.2670596393884012,generalist
Niro,713,2.834153656821462,0.9460637326776735,1,0.12342215988779803,7,"1,5,4","0.123,0.091,0.084",0.30764375876424005,generalist
Mac Tyer,704,2.865936539306289,0.956673119492845,0,0.11363636363636363,10,"0,3,11","0.114,0.078,0.077",0.25937499999870317,generalist
Gims,703,2.7217850369961525,0.9085541658791689,2,0.21337126600284495,5,"2,7,6","0.213,0.102,0.097",0.37588904693979897,generalist
Booba,676,2.6993127557704026,0.9010527341176818,0,0.16124260355029585,7,"0,3,1","0.161,0.132,0.127",0.42144970413990485,generalist
Alonzo,666,2.8630043597970825,0.955694333926761,1,0.08708708708708708,10,"1,0,2","0.087,0.081,0.080",0.2621621621608513,generalist
Vald,659,2.8102860994353787,0.9380965462916324,4,0.11380880121396054,10,"4,13,1","0.114,0.085,0.085",0.31858877086335397,generalist
Jorrdee,656,2.783362433796043,0.929109205908443,1,0.1173780487804878,9,"1,16,4","0.117,0.098,0.096",0.3559451219494399,generalist
A2H,649,2.785606666961465,0.9298583493433333,2,0.12172573189522343,10,"2,6,15","0.122,0.097,0.079",0.3387519260383683,generalist
Kaaris,637,2.641522819768458,0.8817619795625743,0,0.14442700156985872,9,"1,0,5","0.144,0.144,0.097",0.4616169544717893,generalist
Kekra,634,2.537599674565678,0.8470715814518343,12,0.15457413249211358,9,"12,0,1","0.155,0.128,0.107",0.5058359621425814,generalist
3010,623,2.6331225928415627,0.8789579149266747,0,0.2102728731942215,7,"0,1,5","0.210,0.100,0.087",0.45577849116947095,generalist
Seth Gueko,613,2.503162632026399,0.8355762142445288,0,0.1566068515497553,8,"0,1,3","0.157,0.145,0.129",0.533360522020172,generalist
Guizmo,594,2.835872772693877,0.9466375876538312,8,0.09595959595959595,10,"8,4,1","0.096,0.091,0.088",0.30909090908936354,generalist
Lucio Bukowski,590,2.1505816943767626,0.7178818058482299,9,0.4152542372881356,3,"9,11,0","0.415,0.146,0.085",0.6369491525391883,moderate
Jarod,583,2.8017619494210217,0.9352511151128828,1,0.10291595197255575,10,"1,5,4","0.103,0.096,0.093",0.3265008576313006,generalist
VII,580,1.7643235084614575,0.5889456558039982,9,0.5448275862068965,3,"9,11,10","0.545,0.103,0.090",0.7410344827549157,specialist
Georgio,576,2.6131294132883616,0.8722840276338419,17,0.16145833333333334,7,"17,7,10","0.161,0.151,0.130",0.47552083333095563,generalist
