artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.7865820868754985,0.9301839525097593,6,0.1038915913829048,8,"6,2,8","0.104,0.102,0.089",0.35524669909481865,generalist
La Fouine,1191,2.91561072943386,0.9732547715203274,0,0.1015952980688497,7,"0,4,6","0.102,0.099,0.071",0.20785054575882633,generalist
Rohff,1095,2.781468170138801,0.9284768851653765,0,0.17077625570776256,8,"0,3,5","0.171,0.102,0.094",0.3542009132402381,generalist
Sexion d’Assaut,1023,2.7904846667697405,0.931486665682326,0,0.1241446725317693,7,"0,5,3","0.124,0.123,0.091",0.3584066471145325,generalist
Alkpote,889,2.826810376712033,0.9436124855571433,12,0.11361079865016872,7,"12,13,0","0.114,0.105,0.094",0.3263779527542737,generalist
Naps,854,2.6934962939346256,0.899111151457868,1,0.14637002341920374,8,"1,6,2","0.146,0.102,0.102",0.429391100700429,generalist
Disiz,849,2.8656529741450236,0.956578463116583,0,0.16489988221436985,7,"0,14,16","0.165,0.069,0.064",0.24988221436859748,generalist
Swift Guad,797,2.7847586610860846,0.9295752780278935,7,0.1355081555834379,10,"7,0,9","0.136,0.100,0.090",0.3571518193206733,generalist
IAM,745,2.618087944187379,0.8739392259113352,7,0.18389261744966443,7,"7,3,0","0.184,0.133,0.107",0.47778523489694014,generalist
Sinik,744,2.7982295362947007,0.934071966643073,3,0.11827956989247312,10,"3,2,0","0.118,0.103,0.091",0.3431451612886067,generalist
Lacrim,732,2.917987048742778,0.9740480063931147,2,0.09699453551912568,10,"2,6,9","0.097,0.085,0.072",0.20778688524486266,generalist
Sadek,721,2.8517760668597028,0.9519462376644541,2,0.10540915395284327,9,"2,4,13","0.105,0.082,0.080",0.2956310679596872,generalist
Niro,713,2.8690651601453485,0.9577174787857893,2,0.11079943899018233,8,"2,0,4","0.111,0.108,0.087",0.2786115006998694,generalist
Mac Tyer,704,2.815888916721955,0.9399668126488891,3,0.12642045454545456,8,"3,18,0","0.126,0.119,0.087",0.3342329545437833,generalist
